"id","pop_est_2015","county_name","state","FIPS","google_county_name","pop_est_2000","pop_est_2001","pop_est_2002","pop_est_2003","pop_est_2004","pop_est_2005","pop_est_2006","pop_est_2007","pop_est_2008","pop_est_2009","pop_est_2010","pop_est_2011","pop_est_2012","pop_est_2013","pop_est_2014"
47247,45366,"Kay County","Oklahoma","40071","Kay County",47954,47518,47686,47363,46903,46469,46220,46461,46410,46814,46562,45816,45691,45552,45510
47249,9144,"Kiowa County","Oklahoma","40075","Kiowa County",10201,10054,10015,9965,9885,9955,9756,9543,9518,9445,9446,9405,9341,9349,9273
47250,10483,"Latimer County","Oklahoma","40077","Latimer County",10661,10637,10703,10689,10763,10796,10841,10875,11068,11155,11154,11115,10944,10692,10637
47251,49605,"Le Flore County","Oklahoma","40079","Le Flore County",48104,48018,48321,48437,48623,48869,49209,49589,49802,49989,50384,50239,49958,49881,49810
47253,45996,"Logan County","Oklahoma","40083","Logan County",33967,34657,35030,35922,35842,36501,37060,38709,39964,41116,41848,43101,43675,44392,45301
47254,9870,"Love County","Oklahoma","40085","Love County",8826,8749,8836,8916,9044,9159,9207,9252,9291,9340,9423,9389,9569,9718,9767
47255,38066,"McClain County","Oklahoma","40087","McClain County",27863,27871,28169,28814,29350,30322,31419,32470,33107,33822,34506,35152,35587,36491,37264
47257,19990,"McIntosh County","Oklahoma","40091","McIntosh County",19432,19451,19552,19582,19597,19595,19730,19952,19952,20160,20252,20304,20520,20466,20119
47258,7771,"Major County","Oklahoma","40093","Major County",7536,7575,7559,7429,7423,7379,7449,7465,7456,7557,7527,7621,7669,7683,7758
47259,16232,"Marshall County","Oklahoma","40095","Marshall County",13170,13372,13659,13809,14149,14686,14988,15318,15482,15652,15840,15892,15911,15954,16083
47261,13936,"Murray County","Oklahoma","40099","Murray County",12582,12689,12665,12707,12681,12803,12969,12966,13144,13373,13488,13608,13629,13698,13794
47262,69699,"Muskogee County","Oklahoma","40101","Muskogee County",69418,69428,69334,69666,69592,69806,69958,70119,70050,70677,70990,70726,70536,70245,69913
47263,11554,"Noble County","Oklahoma","40103","Noble County",11385,11491,11414,11462,11475,11477,11462,11460,11537,11536,11561,11554,11512,11393,11519
47265,12181,"Okfuskee County","Oklahoma","40107","Okfuskee County",11841,11858,11817,11912,11925,11867,11895,11981,12008,12094,12191,12296,12294,12275,12194
47266,776864,"Oklahoma County","Oklahoma","40109","Oklahoma County",661769,664836,671120,674571,677742,683299,690153,695706,701484,711595,718633,730044,742726,755921,766845
47267,39187,"Okmulgee County","Oklahoma","40111","Okmulgee County",39625,39618,39594,39732,39731,39569,39426,39552,39379,39817,40069,39815,39617,39475,39137
47269,31981,"Ottawa County","Oklahoma","40115","Ottawa County",33214,33047,32660,32495,32530,32655,32971,32441,31838,31883,31848,31901,32219,32241,32083
47270,16436,"Pawnee County","Oklahoma","40117","Pawnee County",16684,16779,16764,16677,16547,16565,16625,16611,16447,16559,16577,16786,16462,16477,16336
47271,80850,"Payne County","Oklahoma","40119","Payne County",68350,70132,70708,71879,72244,72578,74964,74164,75000,76859,77350,77970,78509,79481,80305
47273,38194,"Pontotoc County","Oklahoma","40123","Pontotoc County",35148,34866,34929,35048,35097,35267,35525,36157,36687,37283,37492,37719,38036,38153,38174
47274,71875,"Pottawatomie County","Oklahoma","40125","Pottawatomie County",65647,66222,66469,67201,67072,67264,67696,68698,68752,69002,69442,70145,70685,71171,71802
47275,11183,"Pushmataha County","Oklahoma","40127","Pushmataha County",11638,11613,11551,11464,11470,11361,11389,11468,11493,11574,11572,11393,11226,11200,11128
47277,90802,"Rogers County","Oklahoma","40131","Rogers County",71383,73091,75193,77288,79069,80313,82234,84030,85390,86577,86905,87735,88420,89129,89862
47278,25548,"Seminole County","Oklahoma","40133","Seminole County",24963,24719,24540,24584,24801,24878,24997,25030,25198,25428,25482,25489,25474,25472,25423
47279,41153,"Sequoyah County","Oklahoma","40135","Sequoyah County",39040,39308,39570,39905,40412,40634,41248,41560,41825,42208,42391,42021,41483,41313,41351
47281,21489,"Texas County","Oklahoma","40139","Texas County",20161,19945,19734,19469,19693,19408,19361,19258,19539,20128,20640,21190,21501,22004,21757
47282,7515,"Tillman County","Oklahoma","40141","Tillman County",9247,9203,8841,8802,8668,8464,8394,8271,8112,8016,7992,7985,7786,7678,7613
47284,76559,"Wagoner County","Oklahoma","40145","Wagoner County",57711,58944,60561,61700,62800,64165,66345,68677,70646,72143,73085,74088,75018,75680,75612
47285,52021,"Washington County","Oklahoma","40147","Washington County",48987,48897,49032,49004,48997,48885,49216,50038,50641,50754,50976,51522,51721,51569,51967
47286,11661,"Washita County","Oklahoma","40149","Washita County",11497,11362,11243,11204,11202,11228,11422,11555,11595,11664,11629,11622,11655,11738,11570
47288,21559,"Woodward County","Oklahoma","40153","Woodward County",18436,18365,18482,18594,18935,19122,19341,19939,20120,20467,20081,20078,20624,21184,21485
47289,16005,"Baker County","Oregon","41001","Baker County",16714,16618,16376,16312,16272,16086,16094,16139,16195,16225,16134,16059,15987,16125,16082
47290,87572,"Benton County","Oregon","41003","Benton County",78236,78491,80203,80322,80149,80943,81957,83718,84150,85390,85579,86025,86441,86024,86414
47292,37831,"Clatsop County","Oregon","41007","Clatsop County",35560,35509,35519,35612,35912,36282,36603,36818,36825,36972,37039,37210,37353,37091,37425
47293,49600,"Columbia County","Oregon","41009","Columbia County",43634,44196,45104,45636,46192,46955,48184,48898,49209,49394,49351,49378,49225,49256,49488
47294,63121,"Coos County","Oregon","41011","Coos County",62662,62190,62286,62625,63208,63843,63844,63420,63226,63079,63043,62814,62759,62557,62623
47296,22483,"Curry County","Oregon","41015","Curry County",21133,21250,21653,21899,22473,22750,22626,22447,22305,22341,22364,22453,22237,22254,22265
47297,175268,"Deschutes County","Oregon","41017","Deschutes County",116566,120526,125247,129094,133756,140567,148149,152633,156820,157345,157733,159765,161749,165930,170398
47298,107685,"Douglas County","Oregon","41019","Douglas County",100485,100562,101529,102776,103965,105285,106658,107057,107316,107378,107667,107273,107127,106887,106998
47300,7185,"Grant County","Oregon","41023","Grant County",7906,7498,7438,7472,7415,7389,7373,7267,7303,7343,7445,7412,7324,7271,7190
47301,7200,"Harney County","Oregon","41025","Harney County",7661,7491,7417,7360,7312,7211,7286,7327,7375,7432,7422,7375,7243,7167,7160
47302,23137,"Hood River County","Oregon","41027","Hood River County",20461,20397,20615,20621,20835,21022,21200,21276,21589,22015,22346,22431,22619,22702,22854
47304,22666,"Jefferson County","Oregon","41031","Jefferson County",19113,19653,19941,20212,20339,20622,21113,21861,21885,21730,21720,21701,21789,21868,22283
47305,84745,"Josephine County","Oregon","41033","Josephine County",75851,76452,77712,78779,79729,80660,81601,81746,82389,82315,82713,82641,82791,83263,83606
47307,7829,"Lake County","Oregon","41037","Lake County",7428,7538,7522,7578,7576,7558,7796,7880,7961,7901,7895,7919,7789,7830,7843
47308,362895,"Lane County","Oregon","41039","Lane County",323492,324855,327506,330845,332327,335831,339926,344844,348176,350850,351715,353637,354610,355650,358506
47309,47038,"Lincoln County","Oregon","41041","Lincolnshire",44317,43854,44270,44421,44877,45347,45529,45798,45915,45989,46034,45854,46166,46291,46386
47310,120547,"Linn County","Oregon","41043","Linn County",103020,103544,104561,106035,106799,108132,110764,112932,114967,116001,116672,118137,118359,118545,119269
47311,30380,"Malheur County","Oregon","41045","Malheur County",31540,31532,31455,31335,31250,31273,31303,31434,31311,31265,31313,30789,30608,30623,30349
47312,330700,"Marion County","Oregon","41047","Marion County",285411,288136,292533,295317,297139,299461,303290,306964,309729,313389,315335,317896,319945,321914,325838
47314,790294,"Multnomah County","Oregon","41051","Multnomah County",661654,669690,676653,679348,672526,674862,683767,697799,712989,727721,735334,748145,759181,766589,777880
47315,79391,"Polk County","Oregon","41053","Polk County",62596,63445,64135,65060,66569,68585,71027,72791,74346,74934,75403,75966,76286,76694,77983
47316,1680,"Sherman County","Oregon","41055","Sherman County",1921,1848,1763,1758,1682,1678,1682,1713,1691,1733,1765,1732,1732,1711,1702
47318,76531,"Umatilla County","Oregon","41059","Umatilla County",70728,70682,72150,72820,73463,73765,73984,74269,74488,75199,75889,76723,76944,76845,76648
47319,25790,"Union County","Oregon","41061","Union County",24537,24353,24472,24607,24513,24675,24754,25263,25473,25580,25748,25887,25819,25539,25688
47320,6856,"Wallowa County","Oregon","41063","Wallowa County",7220,7112,7042,7008,6899,6877,6835,6884,6900,6948,7008,6997,6813,6800,6817
47322,574326,"Washington County","Oregon","41067","Washington County",447980,460622,468549,474336,480207,490773,502226,508842,515815,524699,529710,539860,547932,555661,563273
47323,1358,"Wheeler County","Oregon","41069","Wheeler County",1546,1503,1534,1516,1473,1414,1425,1419,1399,1411,1441,1418,1424,1390,1372
47325,102295,"Adams County","Pennsylvania","42001","Adams County",91457,92591,93934,95503,97300,98606,99899,100502,101056,101252,101407,101657,101572,101525,101787
47326,1230459,"Allegheny County","Pennsylvania","42003","Allegheny County",1279651,1272416,1265577,1258420,1247531,1234787,1226025,1222482,1221071,1222171,1223348,1227677,1230881,1233814,1232896
47327,67052,"Armstrong County","Pennsylvania","42005","Armstrong County",72268,71956,71747,71645,71404,70602,70030,69845,69611,69120,68941,68661,68376,68115,67693
47329,48586,"Bedford County","Pennsylvania","42009","Bedford",49928,49778,49742,49812,49829,49691,49871,49889,50052,49889,49762,49416,49376,49115,48939
47330,415271,"Berks County","Pennsylvania","42011","Berks County",374546,377487,381338,385846,390848,395933,401834,405223,407737,409904,411442,412715,413516,413965,414360
47331,125593,"Blair County","Pennsylvania","42013","Blair County",128981,128471,127631,127353,127194,126730,127002,127048,127112,127161,127089,127192,127015,126426,126016
