"id","pop_est_2015","county_name","state","FIPS","google_county_name","pop_est_2000","pop_est_2001","pop_est_2002","pop_est_2003","pop_est_2004","pop_est_2005","pop_est_2006","pop_est_2007","pop_est_2008","pop_est_2009","pop_est_2010","pop_est_2011","pop_est_2012","pop_est_2013","pop_est_2014"
48117,13239,"Summers County","West Virginia","54089","Summers County",14356,14301,14123,14106,13997,13950,13879,13842,13712,13882,13927,13862,13769,13543,13309
47076,3294,"Bowman County","North Dakota","38011","Bowman County",3233,3118,3087,3089,3132,3046,3020,3050,3158,3137,3151,3137,3210,3218,3244
47079,171512,"Cass County","North Dakota","38017","Cass County",123662,125520,127119,129356,133197,135181,138340,141316,144290,147872,149778,153115,157509,163089,167276
47083,4646,"Dunn County","North Dakota","38025","Dunn County",3605,3582,3548,3526,3443,3422,3432,3429,3470,3513,3536,3752,3979,4170,4428
47087,1845,"Golden Valley County","North Dakota","38033","Golden Valley County",1915,1862,1825,1804,1741,1709,1670,1670,1650,1657,1680,1750,1803,1817,1828
47091,2704,"Hettinger County","North Dakota","38041","Hettinger County",2697,2658,2641,2591,2612,2587,2577,2524,2479,2481,2477,2525,2555,2665,2656
47094,1935,"Logan County","North Dakota","38047","Logan County",2300,2229,2209,2155,2126,2074,2018,2023,2000,1970,1990,1970,1936,1935,1950
47098,9744,"McLean County","North Dakota","38055","McLean County",9396,9261,9150,9098,8948,8815,8767,8811,8883,8860,8962,9081,9372,9472,9587
47102,2968,"Nelson County","North Dakota","38063","Nelson County",3685,3578,3442,3399,3406,3384,3271,3222,3176,3130,3126,3066,3082,3075,3042
47105,4312,"Pierce County","North Dakota","38069","Pierce County",4657,4610,4577,4511,4450,4398,4394,4368,4372,4329,4357,4379,4458,4440,4386
47109,16402,"Richland County","North Dakota","38077","Richland County",17946,17624,17422,17615,17451,17306,16869,16659,16488,16178,16321,16266,16217,16302,16396
47113,4370,"Sioux County","North Dakota","38085","Sioux County",4103,4036,4086,4073,4077,4084,4148,4094,4072,4134,4153,4253,4355,4455,4466
47116,1956,"Steele County","North Dakota","38091","Steele County",2238,2186,2138,2113,2108,2077,2026,1985,1960,1930,1975,2032,1995,1960,1953
47124,28024,"Adams County","Ohio","39001","Adams County",27317,27522,27817,28111,28328,28522,28615,28538,28686,28500,28550,28511,28354,28132,28124
47128,65886,"Athens County","Ohio","39009","Athens County",62324,62997,63401,63827,63230,64075,64237,64102,64546,64618,64757,65112,64641,64511,64722
47132,376353,"Butler County","Ohio","39017","Butler County",333368,336679,339514,343022,346655,350732,356691,361192,364179,366633,368130,370199,370802,371387,373948
47135,135959,"Clark County","Ohio","39023","Clark County",144605,143803,143229,141758,141380,141367,140668,139829,139404,138778,138333,137760,137193,136740,136482
47139,36569,"Coshocton County","Ohio","39031","Coshocton County",36724,36975,37149,37288,37421,37363,37339,37184,36953,36878,36901,36919,36821,36745,36568
47143,38352,"Defiance County","Ohio","39039","Defiance County",39461,39456,39303,39209,39115,39049,39154,39123,39250,39060,39037,39036,38832,38573,38551
47147,28679,"Fayette County","Ohio","39047","Fayette County",28495,28310,28370,28450,28470,28695,28791,28908,28896,28929,29030,28898,28837,28743,28690
47151,94102,"Geauga County","Ohio","39055","Geauga County",91179,91429,91970,93042,93218,93614,93839,93742,93583,93446,93389,93374,93859,93935,94099
47272,44610,"Pittsburg County","Oklahoma","40121","Pittsburg County",43982,43447,43933,43983,44029,44412,44831,45062,45450,45887,45837,45628,45107,44842,44619
47276,3788,"Roger Mills County","Oklahoma","40129","Roger Mills County",3426,3334,3242,3226,3308,3385,3387,3438,3557,3615,3647,3803,3781,3746,3776
47280,44581,"Stephens County","Oklahoma","40137","Stephens County",43116,42796,42771,42725,43061,43318,43670,44196,44508,44799,45048,45127,44864,44959,44501
47283,639242,"Tulsa County","Oklahoma","40143","Tulsa County",563748,566175,569170,568406,566140,568199,575014,582094,588510,597748,603403,608701,614814,623488,630428
47287,9304,"Woods County","Oklahoma","40151","Woods County",9049,8882,8896,8729,8676,8679,8550,8593,8533,8708,8878,8765,8832,9000,9264
47291,401515,"Clackamas County","Oregon","41005","Clackamas County",339223,343444,348951,352032,355758,359308,363508,366808,371103,374085,375992,379670,383389,388111,394504
47295,21630,"Crook County","Oregon","41013","Crook County",19262,19705,19779,20011,20643,21019,21673,21818,21811,21410,20978,20679,20651,20782,21039
47299,1859,"Gilliam County","Oregon","41021","Gilliam County",1908,1901,1877,1823,1860,1863,1834,1816,1886,1856,1871,1949,1943,1941,1924
47303,212567,"Jackson County","Oregon","41029","Jackson County",181775,183835,186704,189838,192185,194701,196858,199152,201162,202301,203206,204761,206336,207998,210151
47306,66016,"Klamath County","Oregon","41035","Klamath County",63885,64139,64150,64582,64841,65553,66294,66767,66732,66460,66380,66345,66090,65887,65520
47193,121707,"Richland County","Ohio","39139","Richland County",128853,128187,128363,128312,128094,127724,127292,126995,126128,125308,124475,123076,122600,122263,121914
47197,55610,"Seneca County","Ohio","39147","Seneca County",58588,58376,58090,58006,57857,57664,57406,57289,57199,56897,56745,56432,56037,55814,55751
47201,203751,"Trumbull County","Ohio","39155","Trumbull County",224912,223991,222484,220889,219540,217926,216185,214296,212191,211290,210312,208952,207399,206508,205255
47205,13048,"Vinton County","Ohio","39163","Vinton County",12825,12966,13076,13260,13308,13370,13516,13566,13452,13474,13435,13401,13235,13288,13197
47209,37120,"Williams County","Ohio","39171","Williams County",39199,39085,38959,38753,38719,38546,38547,38532,38297,37950,37642,37586,37547,37453,37222
47213,5868,"Alfalfa County","Oklahoma","40003","Alfalfa County",6080,5933,5894,5827,5785,5706,5639,5618,5618,5585,5642,5641,5647,5824,5793
47217,9833,"Blaine County","Oklahoma","40011","Blaine County",11959,11915,11574,11196,12277,12264,11965,12010,12019,11896,11943,9701,9821,9801,9896
47221,48689,"Carter County","Oklahoma","40019","Carter County",45547,45455,45656,45854,46218,46169,46430,46582,46910,47421,47557,48074,48098,48593,48756
47225,274458,"Cleveland County","Oklahoma","40027","Cleveland County",208614,213414,217235,221714,225447,229743,237257,241409,246790,251803,255755,261971,266293,270161,270189
47229,14818,"Craig County","Oklahoma","40035","Craig County",14928,14768,14712,14736,14739,14896,14881,14978,14910,14914,15029,14936,14723,14659,14577
47233,4995,"Dewey County","Oklahoma","40043","Dewey County",4714,4645,4601,4601,4685,4611,4621,4660,4737,4770,4810,4760,4785,4825,4948
47236,27755,"Garvin County","Oklahoma","40049","Garvin County",27258,27034,27083,27068,26942,27089,27249,27399,27529,27582,27576,27374,27274,27342,27531
47240,2788,"Harmon County","Oklahoma","40057","Harmon County",3272,3153,3051,2984,2936,2953,2915,2829,2827,2861,2922,2933,2910,2882,2815
47244,25574,"Jackson County","Oklahoma","40065","Jackson County",28278,28036,27513,27242,27480,26862,26805,26335,26038,26256,26446,26406,26245,26173,25881
47248,15584,"Kingfisher County","Oklahoma","40073","Kingfisher County",13898,13910,13940,14151,14223,14390,14464,14705,14748,14901,15034,15113,14999,15303,15509
47252,35042,"Lincoln County","Oklahoma","40081","Lincolnshire",32155,32295,32489,32672,32875,33011,33441,33636,33710,34027,34273,34321,34213,34316,34627
47256,33048,"McCurtain County","Oklahoma","40089","McCurtain County",34348,33944,33788,33625,33282,33235,33198,33128,33112,33002,33151,33246,33226,33110,33087
47260,40887,"Mayes County","Oklahoma","40097","Mayes County",38413,38554,38702,39030,39331,39670,40107,40569,40984,41093,41259,41284,41114,40895,40855
47264,10539,"Nowata County","Oklahoma","40105","Nowata County",10583,10593,10561,10802,10629,10666,10705,10771,10788,10595,10536,10620,10586,10530,10498
47268,47887,"Osage County","Oklahoma","40113","Osage County",44579,45227,45414,45680,45874,46335,46576,47185,47336,47445,47472,48331,48013,47966,48075
47376,55949,"Pike County","Pennsylvania","42103","Pike County",46380,47594,49063,50837,52293,54000,55601,56627,57739,57671,57369,57526,56797,56651,56238
47380,75522,"Somerset County","Pennsylvania","42111","Somerset County",80034,79523,79621,79754,79402,79015,78834,78490,78120,78025,77742,77387,77193,76757,76226
47383,41877,"Tioga County","Pennsylvania","42117","Tioga County",41309,41496,41638,41676,41724,41579,41347,41371,41609,41818,41981,42422,42621,42423,42078
47387,208261,"Washington County","Pennsylvania","42125","Washington County",203008,203179,203104,203859,204090,205359,205992,206259,207240,207571,207820,208073,208436,208184,208175
47391,442867,"York County","Pennsylvania","42133","York",382743,385773,389692,395093,401403,409066,418043,424919,429399,433022,434972,436902,437833,439521,441177
47394,82423,"Newport County","Rhode Island","44005","Newport County",85734,85754,85953,85646,85509,83962,85130,82881,82505,82896,82888,83005,82918,82523,82448
47398,165829,"Aiken County","South Carolina","45003","Aiken County",142742,143676,145226,146793,148746,150152,152577,154814,156896,158499,160099,161816,163274,164082,164537
47402,21725,"Barnwell County","South Carolina","45011","Barnwell County",23478,23406,23177,23211,22980,22965,22886,22851,22761,22611,22621,22402,22289,22139,21935
47405,14781,"Calhoun County","South Carolina","45017","Calhoun County",15192,15301,15257,15309,15247,15212,15229,15260,15175,15268,15175,15172,14921,15050,14868
47409,46017,"Chesterfield County","South Carolina","45025","Chesterfield County",42911,43339,43834,44107,44348,44766,45103,45708,46319,46638,46734,46593,46096,46143,46109
47413,31234,"Dillon County","South Carolina","45033","Dillon County",30699,30995,31000,31093,31241,31239,31373,31433,31585,31817,32062,31761,31515,31384,31279
47416,22747,"Fairfield County","South Carolina","45039","Fairfield County",23479,23614,23890,23904,24273,24132,24177,23917,24131,24084,23956,23583,23273,23049,22890
45201,22633,"Clark County","Arkansas","05019","Clark County",23474,23516,23334,23032,22904,22800,22924,23139,23272,23100,22995,22944,22811,22666,22699
46149,87824,"Madison County","Kentucky","21151","Madison County",71309,72571,73634,74998,76673,78732,80264,80659,81521,82299,82916,84230,84924,85523,86687
47317,25653,"Tillamook County","Oregon","41057","Tillamook County",24253,24359,24396,24565,24780,24974,25160,25243,25151,25179,25250,25423,25338,25360,25378
47321,25775,"Wasco County","Oregon","41065","Wasco County",23837,23808,23699,23885,23817,23929,24159,24451,24617,24981,25213,25246,25470,25464,25507
47324,102659,"Yamhill County","Oregon","41071","Yamhill County",85198,86156,87370,88619,89447,90847,93198,95875,97537,98647,99193,99742,100742,100767,101683
47328,168871,"Beaver County","Pennsylvania","42007","Beaver County",181054,179391,178277,177523,176395,174820,173259,172161,171336,170524,170539,170375,170271,170072,169338
47332,61281,"Bradford County","Pennsylvania","42015","Bradford County",62756,62616,62585,62388,62386,62501,62345,62343,62318,62418,62622,63034,62829,62325,61673
47336,4732,"Cameron County","Pennsylvania","42023","Cameron County",5930,5875,5775,5702,5535,5431,5341,5274,5186,5106,5085,4993,4948,4888,4785
47339,515939,"Chester County","Pennsylvania","42029","Chester County",435303,441024,447842,455111,462902,470506,479137,486156,491473,496291,498886,503702,506428,509624,513291
47343,66672,"Columbia County","Pennsylvania","42037","Columbia County",63936,64298,64601,65001,65337,65535,65882,66196,66645,67220,67295,66930,66906,67077,66969
47347,563894,"Delaware County","Pennsylvania","42045","Delaware County",551536,552041,551929,552111,551508,552153,553806,554916,556246,558094,558979,559075,560869,561619,562957
47351,7410,"Forest County","Pennsylvania","42053","Forest County",5021,5355,5627,5909,6118,6964,7519,7512,7470,7737,7716,7738,7661,7579,7515
47354,37519,"Greene County","Pennsylvania","42059","Greene County",40591,40251,40096,39798,39464,39806,39342,39096,39074,38862,38686,38424,38070,37874,37805
47358,24737,"Juniata County","Pennsylvania","42067","Juniata County",22850,22892,23129,23434,23767,23986,24107,24238,24409,24549,24636,24916,24908,24780,24806
47361,88082,"Lawrence County","Pennsylvania","42073","Lawrence County",94547,94085,93938,93696,93250,92741,92248,92007,91798,91391,91108,90326,89736,89150,88514
47365,116048,"Lycoming County","Pennsylvania","42081","Lycoming County",119851,118930,118344,118108,117911,117530,116983,116524,116147,116081,116111,116697,117314,116717,116503
47369,166397,"Monroe County","Pennsylvania","42089","Monroe County",139710,143775,148833,154027,158181,162045,165185,167352,168576,169390,169842,169876,168579,167310,167242
47372,300813,"Northampton County","Pennsylvania","42095","Northampton County",267740,269363,272782,276735,281374,285198,289628,293212,295096,296645,297735,298291,299290,299515,300172
47493,14373,"Oglala Lakota County","South Dakota","46102",,,,,,,,,,,,,13911,14069,14176,14234
47423,27824,"Jasper County","South Carolina","45053","Jasper County",20721,21024,21102,21236,21456,21845,22406,22971,23620,24234,24777,25406,25918,26580,27019
47427,17896,"Lee County","South Carolina","45061","Lee County",20088,19957,19970,20005,20157,20079,20001,19836,19697,19352,19220,18924,18680,18424,18379
47430,31747,"Marion County","South Carolina","45067","Marion County",35463,35119,34786,34690,34577,34334,33994,33842,33724,33277,33062,32762,32385,31999,31941
47434,89208,"Orangeburg County","South Carolina","45075","Orangeburg County",91524,91536,91676,91788,91691,92197,91761,92626,92886,92755,92501,91721,91401,90619,89924
47438,297302,"Spartanburg County","South Carolina","45083","Spartanburg County",254443,256469,258467,260223,261828,264481,268898,274215,279673,283335,284307,286133,288473,290757,293536
47442,251195,"York County","South Carolina","45091","York",165620,169103,173021,177138,181839,188117,197892,208640,217463,223616,226073,230190,234558,239313,245124
47445,3423,"Bennett County","South Dakota","46007","Bennett County",3572,3518,3519,3513,3519,3547,3475,3466,3429,3397,3431,3440,3441,3456,3432
47448,38785,"Brown County","South Dakota","46013","Brown County",35472,35303,35187,35223,35329,35441,35561,35821,35865,36181,36531,36986,37612,38315,38602
47452,1397,"Campbell County","South Dakota","46021","Campbell County",1781,1766,1738,1691,1647,1591,1533,1474,1456,1454,1466,1413,1385,1337,1375
47456,27939,"Codington County","South Dakota","46029","Codington County",25950,26033,26100,26184,26254,26364,26754,27036,27043,27137,27227,27406,27598,27848,27960
47460,5539,"Day County","South Dakota","46037","Day County",6226,6090,6040,5929,5879,5872,5805,5752,5638,5653,5710,5764,5629,5600,5558
47464,3999,"Edmunds County","South Dakota","46045","Edmunds County",4353,4299,4230,4196,4111,4128,4043,4026,4050,4038,4071,4058,4026,4030,3979
47467,7142,"Grant County","South Dakota","46051","Grant County",7835,7699,7672,7703,7582,7454,7410,7401,7389,7369,7356,7252,7254,7265,7221
47471,3348,"Hand County","South Dakota","46059","Hand County",3716,3650,3589,3547,3415,3396,3390,3389,3396,3399,3431,3443,3388,3401,3354
47475,7301,"Hutchinson County","South Dakota","46067","Hutchinson County",8060,7925,7803,7769,7660,7594,7471,7436,7363,7325,7343,7203,7219,7177,7228
47478,1997,"Jerauld County","South Dakota","46073","Jerauld County",2259,2225,2197,2155,2102,2105,2059,2006,2023,2019,2071,2066,2037,2052,2005
47482,24827,"Lawrence County","South Dakota","46081","Lawrence County",21763,21738,21763,22135,22610,22889,23172,23543,23659,23781,24097,24335,24397,24951,24717
47486,2415,"McPherson County","South Dakota","46089","McPherson County",2889,2826,2770,2728,2663,2627,2571,2518,2517,2469,2459,2442,2426,2437,2426
47490,2236,"Miner County","South Dakota","46097","Miner County",2835,2769,2711,2592,2551,2508,2474,2420,2372,2407,2389,2338,2318,2327,2309
47495,3019,"Perkins County","South Dakota","46105","Perkins County",3333,3269,3243,3141,3046,2984,2977,2963,2936,2943,2982,3013,3030,3040,3045
47498,2355,"Sanborn County","South Dakota","46111","Sanborn County",2658,2553,2538,2567,2541,2457,2410,2395,2374,2367,2355,2361,2324,2320,2333
47502,9959,"Todd County","South Dakota","46121","Todd County",9065,9157,9233,9260,9452,9484,9505,9631,9559,9521,9612,9869,9937,10015,9930
47506,5443,"Walworth County","South Dakota","46129","Walworth County",5932,5812,5698,5551,5525,5507,5469,5379,5368,5371,5438,5571,5460,5493,5508
47509,75749,"Anderson County","Tennessee","47001","Anderson County",71357,71461,71515,71608,71587,72040,73117,73580,74397,75031,75129,75222,75354,75443,75382
47513,127253,"Blount County","Tennessee","47009","Blount County",106193,107916,109515,111156,113151,115336,118228,119950,121716,122689,123010,123623,123998,124943,126124
47517,27910,"Carroll County","Tennessee","47017","Carroll County",29423,29447,29146,29145,29104,28707,28791,28793,28645,28474,28522,28569,28608,28472,28207
47521,31709,"Claiborne County","Tennessee","47025","Claiborne County",29930,30095,30099,30511,30830,31206,31481,31729,32006,32056,32213,32084,31723,31598,31624
47525,14601,"Crockett County","Tennessee","47033","Crockett County",14545,14546,14487,14365,14434,14437,14430,14491,14541,14573,14586,14556,14611,14597,14635
47529,19182,"DeKalb County","Tennessee","47041","DeKalb County",17443,17498,17678,17883,18051,18150,18289,18414,18693,18720,18723,18795,18903,19098,19211
47604,57580,"Anderson County","Texas","48001","Anderson County",55062,54263,54740,56068,56245,56873,57386,57870,57963,58410,58458,58355,58010,57889,57742
45912,14265,"Harrison County","Iowa","19085","Harrison County",15685,15592,15421,15444,15412,15362,15346,15177,14946,14972,14928,14796,14522,14417,14337
47535,49399,"Gibson County","Tennessee","47053","Gibson County",48125,47973,47897,47719,47834,47924,48101,48474,49209,49575,49683,49855,49663,49441,49501
47539,13441,"Grundy County","Tennessee","47061","Grundy County",14306,14156,14156,14098,14146,14139,14073,14048,13963,13777,13703,13628,13628,13478,13444
47543,25707,"Hardeman County","Tennessee","47069","Hardeman County",28124,28125,28093,27948,27816,27824,27816,27835,27837,27612,27253,26842,26523,26251,25941
47547,28015,"Henderson County","Tennessee","47077","Henderson County",25595,25744,25930,26091,26237,26581,27066,27370,27655,27748,27769,28032,28025,27976,28017
47551,18135,"Humphreys County","Tennessee","47085","Humphreys County",17920,18060,17976,17962,17918,18017,18234,18405,18411,18477,18538,18400,18299,18240,18128
47555,451324,"Knox County","Tennessee","47093","Knox County",382887,385823,389443,394263,398307,404234,411785,419096,425276,429475,432226,436530,441097,444170,448617
47559,11854,"Lewis County","Tennessee","47101","Lewis County",11405,11483,11540,11599,11630,11654,11817,11961,11986,12078,12161,12137,11905,11953,11872
47562,52639,"McMinn County","Tennessee","47107","McMinn County",49148,49711,49934,50257,50441,50999,51610,51912,52284,52332,52266,52358,52447,52401,52684
47566,28487,"Marion County","Tennessee","47115","Marion County",27749,27807,27804,27955,27769,27751,27992,28074,28138,28143,28237,28084,28233,28328,28396
47570,45771,"Monroe County","Tennessee","47123","Monroe County",39130,39371,39889,40438,41291,42163,42955,43735,44437,44341,44519,44932,45153,45225,45386
47574,30639,"Obion County","Tennessee","47131","Obion County",32507,32370,32354,32353,32346,32179,31990,31972,31971,31791,31807,31685,31356,31081,30884
47578,16773,"Polk County","Tennessee","47139","Polk County",16132,16361,16268,16355,16285,16386,16539,16599,16759,16730,16825,16729,16595,16628,16711
47581,52753,"Roane County","Tennessee","47145","Roane County",51957,52166,52325,52780,53115,53175,53821,54129,54374,54367,54181,53820,53472,53011,52756
47585,14811,"Sequatchie County","Tennessee","47153","Sequatchie County",11318,11470,11740,12062,12422,12819,13282,13650,13904,14137,14112,14280,14425,14666,14778
47589,13259,"Stewart County","Tennessee","47161","Stewart County",12444,12548,12662,12678,12644,12843,12866,12997,13199,13253,13324,13239,13333,13329,13268
47593,8042,"Trousdale County","Tennessee","47169","Trousdale County",7395,7350,7334,7295,7315,7443,7531,7694,7777,7881,7870,7809,7780,7785,8002
47597,40435,"Warren County","Tennessee","47177","Warren County",38371,38566,38500,38828,38864,38987,39190,39365,39534,39709,39839,39899,39775,39930,40038
47601,26521,"White County","Tennessee","47185","White County",23160,23468,23650,23754,24069,24489,24866,25250,25548,25789,25841,26045,26086,26260,26350
47608,8715,"Archer County","Texas","48009","Archer County",8966,8849,8942,9013,9078,9068,9063,9026,9104,9023,9054,8836,8781,8754,8808
47612,7210,"Bailey County","Texas","48017","Bailey County",6596,6636,6637,6791,6945,7024,7001,6927,6979,7050,7165,7192,7136,7130,6960
47616,32874,"Bee County","Texas","48025","Bee County",32200,31695,31804,32620,32352,32101,31977,31936,31814,31864,31861,32309,32440,32759,32911
47620,648,"Borden County","Texas","48033","Borden County",715,677,685,666,671,638,634,597,612,618,641,628,613,638,654
47624,215037,"Brazos County","Texas","48041","Brazos County",153145,155533,159297,163279,166150,169824,175433,179472,185098,191434,194851,197505,200327,204286,209201
47627,7230,"Brooks County","Texas","48047","Brooks County",7944,7669,7668,7627,7593,7562,7490,7413,7345,7297,7223,7215,7184,7236,7242
47631,40522,"Caldwell County","Texas","48055","Caldwell County",32378,33654,34715,35330,36200,36388,36533,36906,37671,37829,38066,38464,38711,39243,39797
47635,12682,"Camp County","Texas","48063","Camp County",11568,11399,11549,11582,11715,11990,12068,12253,12331,12364,12401,12409,12461,12413,12617
47639,38863,"Chambers County","Texas","48071","Chambers County",26188,26811,27490,28021,28749,29388,29980,30714,31619,34230,35096,35614,36406,37240,38132
47643,2953,"Cochran County","Texas","48079","Cochran County",3707,3674,3521,3490,3373,3338,3257,3194,3100,3086,3127,3070,3020,2998,2923
47647,3044,"Collingsworth County","Texas","48087","Collingsworth County",3193,3086,3093,3026,3028,2980,2952,2973,3017,3042,3057,3098,3027,3098,3024
47732,114690,"Kaufman County","Texas","48257","Kaufman County",72270,75223,77693,81322,84240,87388,91395,95694,99285,101709,103350,105293,106675,108490,111295
47654,1426,"Cottle County","Texas","48101","Cottle County",1883,1774,1726,1699,1679,1653,1577,1513,1527,1509,1505,1509,1485,1449,1427
47658,2236,"Culberson County","Texas","48109","Culberson County",2948,2865,2829,2778,2695,2648,2587,2536,2490,2384,2398,2378,2307,2292,2266
47662,18952,"Deaf Smith County","Texas","48117","Deaf Smith County",18515,18391,18439,18454,18671,18737,18770,18916,19054,19084,19372,19486,19373,19213,19201
47666,2206,"Dickens County","Texas","48125","Dickens County",2724,2653,2679,2670,2641,2563,2466,2461,2400,2423,2444,2398,2314,2282,2205
47670,18171,"Eastland County","Texas","48133","Eastland County",18296,18061,18252,18333,18442,18533,18545,18636,18520,18497,18583,18580,18410,18250,18230
47673,163632,"Ellis County","Texas","48139","Ellis County",112330,115286,118737,122620,125733,129955,135276,139988,144394,147392,149610,152406,153779,156110,159365
47677,33693,"Fannin County","Texas","48147","Fannin County",31334,31400,31808,32380,32692,33221,33540,33644,33870,33865,33915,33925,33692,33653,33776
47681,1220,"Foard County","Texas","48155","Foard County",1594,1606,1536,1513,1492,1439,1432,1383,1334,1321,1336,1354,1308,1272,1268
47685,18793,"Frio County","Texas","48163","Frio County",16203,16315,16467,16477,16532,16618,16720,16776,16939,17120,17217,17468,17836,18168,18577
47688,6415,"Garza County","Texas","48169","Garza County",4904,5275,5385,5531,5800,5742,5996,6049,6158,6368,6461,6577,6456,6411,6445
47692,20573,"Gonzales County","Texas","48177","Gonzales County",18642,18714,18882,19181,19370,19656,19633,19512,19538,19628,19807,19763,19936,20174,20413
47696,27512,"Grimes County","Texas","48185","Grimes County",23601,24219,24736,25016,25209,25350,25639,26046,26273,26422,26604,26694,26705,26824,27069
47701,5610,"Hansford County","Texas","48195","Hansford County",5347,5299,5242,5216,5209,5258,5293,5365,5512,5556,5613,5581,5523,5546,5537
47704,4538028,"Harris County","Texas","48201","Harris County",3414239,3471291,3536682,3586133,3630185,3681829,3807435,3863344,3938580,4034866,4092459,4181238,4262504,4352462,4447577
47708,194739,"Hays County","Texas","48209","Hays County",99267,104739,111397,115665,119395,125302,132111,140480,147674,153619,157107,163291,168571,176114,185096
47712,34855,"Hill County","Texas","48217","Hill County",32539,32766,33120,33755,34064,34203,34484,34650,34997,35005,35089,35171,35086,34774,34731
47716,22785,"Houston County","Texas","48225","Houston County",23135,23122,23257,23336,23578,23500,23551,23641,23635,23660,23732,23361,23134,22735,22731
47720,21734,"Hutchinson County","Texas","48233","Hutchinson County",23778,23247,23116,22773,22478,22209,22176,22138,21851,22184,22150,21973,21954,21812,21815
47724,35506,"Jasper County","Texas","48241","Jasper County",35552,35722,35692,35580,35493,35558,34861,35069,35170,35331,35710,36236,35846,35668,35583
47728,41382,"Jim Wells County","Texas","48249","Jim Wells County",39361,39701,39821,40008,40309,40449,40393,40654,40554,40633,40838,41205,41660,41682,41378
47735,764,"Kent County","Texas","48263","Kent County",833,808,815,795,791,784,770,788,787,793,808,819,834,796,783
47740,31857,"Kleberg County","Texas","48273","Kleberg County",31590,31315,31413,31339,31362,31242,31149,31370,31555,31876,32061,32057,32129,32101,31999
47743,13385,"Lamb County","Texas","48279","Lamb County",14663,14566,14658,14675,14584,14583,14338,14270,14036,13791,13977,14093,13916,13730,13585
47747,16898,"Lee County","Texas","48287","Lee County",15701,16008,16131,16234,16220,16330,16348,16421,16550,16565,16612,16603,16548,16592,16677
47751,3569,"Lipscomb County","Texas","48295","Lipscomb County",3025,2948,3033,3097,3028,3057,3115,3178,3183,3326,3302,3349,3441,3492,3565
47755,299453,"Lubbock County","Texas","48303","Lubbock County",243109,246616,249407,253388,255669,257779,261761,265215,268197,274252,278831,283420,286098,289899,295039
47759,820,"McMullen County","Texas","48311","McMullen County",843,819,795,801,735,789,765,773,736,699,707,702,736,766,804
47763,4032,"Mason County","Texas","48319","Mason County",3734,3743,3725,3762,3811,3813,3862,3897,3876,3982,4012,4032,4048,4145,4073
47767,2164,"Menard County","Texas","48327","Menard County",2342,2321,2340,2311,2265,2212,2199,2176,2217,2227,2242,2223,2225,2149,2150
47770,4900,"Mills County","Texas","48333","Mills County",5107,4983,4973,4885,4880,4957,4854,4871,4876,4877,4936,4868,4835,4884,4886
47849,508514,"Williamson County","Texas","48491","Williamson County",255379,276940,290112,302895,316532,332169,351970,373723,395437,410800,422679,442466,456469,471082,489428
47776,1148,"Motley County","Texas","48345","Motley County",1435,1340,1311,1319,1270,1257,1236,1228,1197,1200,1210,1216,1200,1195,1153
47780,15107,"Nolan County","Texas","48353","Nolan County",15947,15503,15194,15148,15013,14745,14740,14750,15093,15128,15216,15128,14891,15074,15105
47784,84260,"Orange County","Texas","48361","Orange County",84930,84108,83813,83553,83580,83500,81687,82255,82612,81586,81837,82339,82959,83010,83519
47787,126042,"Parker County","Texas","48367","Parker County",89159,91660,94092,97041,99320,101891,105387,109408,112911,115802,116927,118526,119790,120169,122565
47791,121802,"Potter County","Texas","48375","Potter County",113762,114307,115427,117067,117682,118771,119780,119537,119740,120118,121073,122421,122894,122367,122276
47795,3792,"Reagan County","Texas","48383","Reagan County",3290,3230,3189,3130,3161,3143,3160,3260,3339,3377,3367,3385,3466,3601,3746
47799,7289,"Refugio County","Texas","48391","Refugio County",7827,7765,7665,7563,7630,7601,7548,7414,7430,7410,7383,7309,7236,7247,7302
47803,10551,"Runnels County","Texas","48399","Runnels County",11458,11148,11002,10815,10774,10842,10587,10506,10444,10392,10501,10560,10421,10286,10406
47807,27413,"San Jacinto County","Texas","48407","San Jacinto County",22549,22897,23415,24100,24756,25014,25151,25719,25889,26086,26384,26818,27003,26786,27096
47811,17615,"Scurry County","Texas","48415","Scurry County",16251,15838,15982,15931,16118,16085,16232,16431,16478,16806,16921,16878,17094,17246,17356
47815,222936,"Smith County","Texas","48423","Smith County",175658,177836,181107,184254,187300,191362,196124,199953,203263,207111,209714,212832,215088,216854,220050
47818,9440,"Stephens County","Texas","48429","Stephens County",9636,9455,9374,9407,9327,9409,9450,9513,9556,9675,9630,9518,9579,9349,9375
47822,7533,"Swisher County","Texas","48437","Swisher County",8341,8248,8071,8062,8004,7910,7901,7855,7802,7680,7854,7823,7878,7747,7584
47826,12739,"Terry County","Texas","48445","Terry County",12705,12473,12559,12534,12532,12417,12448,12424,12394,12550,12651,12647,12598,12679,12773
47830,1176558,"Travis County","Texas","48453","Travis County",819692,844877,848090,856315,870809,891266,925151,955399,980699,1006503,1024266,1062041,1096661,1121968,1150996
47833,40603,"Upshur County","Texas","48459","Upshur County",35402,35746,36739,37232,37530,37957,38004,38275,38706,39084,39309,39760,39945,39808,40366
47837,53547,"Van Zandt County","Texas","48467","Van Zandt County",48324,48932,49953,50293,51366,51579,52194,52151,52470,52359,52579,52592,52303,52398,52839
